Bank Name / Holding Co Name	Nat'l Rank	Bank ID	Bank Location	Charter	Consol Assets (Mil $)	Domestic Assets (Mil $)	Pct Domestic Assets	Pct Cumulative Assets	Domestic Branches	Foreign Branches	IBF	Pct Foreign Owned
NATIONAL EXCHANGE B&T/NEB CORP	429	722544	FOND DU LAC, WI	NAT	1,348	1,348	100	95	26	0	N	0.00
CITYWIDE BKS/CITYWIDE BKS CO	430	697754	AURORA, CO	SNM	1,343	1,343	100	95	11	0	N	0.00
FIRST B&T/FISHBACK FC	431	77851	BROOKINGS, SD	SNM	1,341	1,341	100	95	10	0	N	0.00
COUNTRY CLUB BK/CCB FNCL CORP	432	625654	KANSAS CITY, MO	SMB	1,338	1,338	100	95	23	0	N	0.00
FAR EAST NB/SINOPAC BC	433	676160	LOS ANGELES, CA	NAT	1,332	1,332	100	95	8	0	Y	100.00
AMERICAN BK CTR/AMERICAN BC	434	971959	DICKINSON, ND	SNM	1,330	1,330	100	95	16	0	N	0.00
VILLAGE B&TC/WINTRUST FC	435	2298995	ARLINGTON HEIGHTS, IL	SMB	1,329	1,329	100	95	8	0	N	0.00
BANK OF CASTILE/TOMPKINS FNCL CORP	436	165806	CASTILE, NY	SNM	1,328	1,328	100	95	17	0	N	0.00
LIVE OAK BKG CO/LIVE OAK BSHRS	437	3650808	WILMINGTON, NC	SNM	1,328	1,328	100	95	0	0	N	0.00
MONROE BK & TR/MBT FC	438	364449	MONROE, MI	SNM	1,322	1,322	100	95	19	0	N	0.00
CARROLLTON BK/CBX CORP	439	1001648	CARROLLTON, IL	SNM	1,322	1,322	100	95	9	0	N	0.00
NEW MEXICO B&TC/HEARTLAND FNCL USA	440	2649122	ALBUQUERQUE, NM	SNM	1,321	1,321	100	95	16	0	N	0.00
LAKESIDE BK/LAKESIDE BC	441	201834	CHICAGO, IL	SNM	1,321	1,321	100	95	5	0	N	0.00
FIRST CITIZENS NB/FIRST CITIZENS BSHRS	442	133850	DYERSBURG, TN	NAT	1,312	1,312	100	95	20	0	N	0.00
LCNB NB/LCNB CORP	443	785923	LEBANON, OH	NAT	1,312	1,312	100	95	35	0	N	0.00
CAPSTAR BK/CAPSTAR FNCL HOLDS	444	3715444	NASHVILLE, TN	SMB	1,311	1,311	100	95	4	0	N	0.00
ORRSTOWN BK/ORRSTOWN FNCL SVC	445	342410	SHIPPENSBURG, PA	SMB	1,310	1,310	100	95	21	0	N	0.00
TRI CITY NB/TRI CITY BSHRS CORP	446	242444	OAK CREEK, WI	NAT	1,309	1,309	100	95	37	0	N	0.00
MIDDLEBURG BK/MIDDLEBURG FC	447	679826	MIDDLEBURG, VA	SMB	1,309	1,309	100	95	12	0	N	0.00
WHEATON B&TC/WINTRUST FC	448	2044811	WHEATON, IL	SMB	1,308	1,308	100	95	5	0	N	0.00
NORTH DALLAS B&TC/	449	490450	DALLAS, TX	SNM	1,307	1,307	100	95	5	0	N	0.00
LIBERTYVILLE B&TC/WINTRUST FC	450	2339795	LIBERTYVILLE, IL	SMB	1,305	1,305	100	95	8	0	N	0.00
FIRST FARMERS & MRCH B/FIRST FARMERS & MRCH CORP	451	150035	COLUMBIA, TN	SMB	1,305	1,305	100	95	18	0	N	0.00
ACCESS NB/ACCESS NAT CORP	452	2859903	RESTON, VA	NAT	1,304	1,304	100	95	4	0	N	0.00
BLACKHAWK B&T/BLACKHAWK BC	453	890742	MILAN, IL	SNM	1,302	1,302	100	95	18	0	N	0.00
BANK FIRST NAT/BANK FIRST NAT CORP	454	594947	MANITOWOC, WI	NAT	1,300	1,300	100	95	11	0	N	0.00
BANK OF MO/RELIABLE CMNTY BSHRS	455	330855	PERRYVILLE, MO	SNM	1,298	1,298	100	95	22	0	N	0.00
EVB/EASTERN VA BSHRS	456	790721	TAPPAHANNOCK, VA	SMB	1,294	1,294	100	95	25	0	N	0.00
TRADITIONAL BK/TRADITIONAL BC	457	786210	MOUNT STERLING, KY	SNM	1,292	1,292	100	95	12	0	N	0.00
CENTRAL VALLEY CMNTY BK/CENTRAL VALLEY CMNTY BC	458	703767	FRESNO, CA	SNM	1,290	1,290	100	95	19	0	N	0.00
SOUTHERN FIRST BK/SOUTHERN FIRST BSHRS	459	2849801	GREENVILLE, SC	SNM	1,288	1,288	100	95	8	0	N	0.00
FIRST UNITED B&TR/FIRST UNITED CORP	460	61122	OAKLAND, MD	SNM	1,288	1,288	100	95	24	0	N	0.00
FARMERS B&TC/MAGNOLIA BKG CORP	461	12946	MAGNOLIA, AR	SMB	1,286	1,286	100	95	21	0	N	0.00
CITIZENS NB OF MERIDIAN/CITIZENS NAT BANC CORP	462	69333	MERIDIAN, MS	NAT	1,282	1,282	100	95	25	0	N	0.00
MONTECITO B&T/MONTECITO BC	463	514066	SANTA BARBARA, CA	SNM	1,277	1,277	100	95	9	0	N	0.00
FINEMARK NB&TC/FINEMARK HOLD	464	3547131	FORT MYERS, FL	NAT	1,262	1,262	100	95	10	0	N	0.00
FIRST FL INTEGRITY BK/TGR FNCL	465	3591282	NAPLES, FL	SMB	1,261	1,261	100	95	7	0	N	0.00
HAWTHORN BK/HAWTHORN BSHRS	466	508346	JEFFERSON CITY, MO	SNM	1,259	1,259	100	95	22	0	N	0.00
AMERICAN BK NA/AMERICAN BK HOLDING CORP	467	807955	CORPUS CHRISTI, TX	NAT	1,254	1,254	100	95	11	0	N	0.00
ALPINE B&TC/ALPINE BC	468	813947	ROCKFORD, IL	SMB	1,250	1,250	100	95	17	0	N	0.00
FIRST NB OF FORT SMITH/FIRST BK CORP	469	397540	FORT SMITH, AR	NAT	1,249	1,249	100	95	20	0	N	0.00
FIRST BUS BK/FIRST BUS FS	470	537449	MADISON, WI	SNM	1,246	1,246	100	95	0	0	N	0.00
DL EVANS BK/DL EVANS BC	471	543262	BURLEY, ID	SNM	1,240	1,240	100	95	27	0	N	0.00
OLD PLANK TRAIL CMNTY BK NA/WINTRUST FC	472	3404207	NEW LENOX, IL	NAT	1,237	1,237	100	95	13	0	N	0.00
RELIANCE BK/RELIANCE BSHRS	473	2769589	DES PERES, MO	SNM	1,237	1,237	100	95	21	0	N	0.00
GLENVIEW ST BK/CUMMINS-AMER CORP	474	750239	GLENVIEW, IL	SNM	1,236	1,236	100	95	8	0	N	0.00
AMERICAN FNB/AFNB HOLD	475	2694681	HOUSTON, TX	NAT	1,231	1,231	100	95	14	0	N	0.00
REVERE BK/	476	3610567	LAUREL, MD	SNM	1,231	1,231	100	95	6	0	N	0.00
COMMUNITY BK OF THE CHESAPEAKE/COMMUNITY FC	477	697978	WALDORF, MD	SNM	1,230	1,230	100	95	11	0	N	0.00
FIRST NAT BKG ASSN/FIRST BSHRS	478	2385514	HATTIESBURG, MS	NAT	1,224	1,224	100	95	29	0	N	0.00
AVENUE BK/AVENUE FNCL HOLD	479	481355	NASHVILLE, TN	SNM	1,224	1,224	100	95	4	0	N	0.00
BANK INDEP/BANCINDEPENDENT	480	539032	SHEFFIELD, AL	SMB	1,224	1,224	100	95	27	0	N	0.00
CITIZENS & NORTHERN BK/CITIZENS & NORTHERN CORP	481	895710	WELLSBORO, PA	SNM	1,217	1,217	100	95	25	0	N	0.00
VERITEX CMNTY BK/VERITEX HOLD	482	3221468	DALLAS, TX	SMB	1,215	1,215	100	95	12	0	N	0.00
NATIONAL BK OF BLACKSBURG/NATIONAL BSHRS	483	754929	BLACKSBURG, VA	NAT	1,208	1,208	100	95	25	0	N	0.00
CENTRAL BK OF THE OZARKS/CENTRAL BANCOMPANY INC	484	290052	SPRINGFIELD, MO	SMB	1,204	1,204	100	95	20	0	N	0.00
FIRST CITIZENS BK/FIRST CITIZENS FNCL CORP	485	186744	MASON CITY, IA	SMB	1,203	1,203	100	95	8	0	N	0.00
MAHOPAC BK/TOMPKINS FNCL CORP	486	521804	MAHOPAC, NY	SNM	1,202	1,202	100	95	13	0	N	0.00
TEXAS CMNTY BK/VISION BSHRS	487	528960	LAREDO, TX	SMB	1,202	1,202	100	95	7	0	N	0.00
STARION FNCL/STARION BC	488	2009605	BISMARCK, ND	SNM	1,199	1,199	100	95	14	0	N	0.00
BANK ANN ARBOR/ARBOR BC	489	2390929	ANN ARBOR, MI	SNM	1,193	1,193	100	95	6	0	N	0.00
ESSEX BK/COMMUNITY BKR TR CORP	490	781028	RICHMOND, VA	SMB	1,189	1,189	100	95	21	0	N	0.00
UNITED BK/UNITED BC	491	37435	ZEBULON, GA	SNM	1,188	1,188	100	95	16	0	N	0.00
STERLING BK/STERLING BSHRS	492	3284490	POPLAR BLUFF, MO	SNM	1,178	1,178	100	95	10	0	N	0.00
FIRST CITIZENS CMNTY BK/CITIZENS FNCL SVC	493	978118	MANSFIELD, PA	SMB	1,177	1,177	100	95	24	0	N	0.00
BUSINESS FIRST BK/BUSINESS FIRST BSHRS	494	3408728	BATON ROUGE, LA	SNM	1,175	1,175	100	95	15	0	N	0.00
WESTSTAR BK/WESTSTAR BHC	495	1447639	EL PASO, TX	SMB	1,173	1,173	100	95	9	0	N	0.00
SOUTHERN BANCORP BK/SOUTHERN BC	496	852544	ARKADELPHIA, AR	SMB	1,164	1,164	100	95	40	0	N	0.00
ACNB BK/ACNB CORP	497	5210	GETTYSBURG, PA	SNM	1,157	1,157	100	95	21	0	N	0.00
BRIDGEVIEW BK GRP/BRIDGEVIEW BC	498	312730	BRIDGEVIEW, IL	SNM	1,157	1,157	100	95	13	0	N	0.00
INVESTORS CMNTY BK/COUNTY BC	499	2524797	MANITOWOC, WI	SNM	1,153	1,153	100	95	3	0	N	0.00
FIRST NB IN SIOUX FALLS/MINNEHAHA BSHRS	500	326858	SIOUX FALLS, SD	NAT	1,146	1,146	100	95	16	0	N	0.00
COLONY BK/COLONY BC	501	491934	FITZGERALD, GA	SNM	1,145	1,145	100	95	25	0	N	0.00
FIRST NB OF NORTHERN CA/FNB BC	502	167060	SOUTH SAN FRANCISCO, CA	NAT	1,144	1,144	100	95	12	0	N	0.00
BANK IA/BANK IA CORP	503	187947	WEST DES MOINES, IA	SMB	1,144	1,144	100	95	24	0	N	0.00
FIRST UNITED BK/PLAINS BC	504	578255	DIMMITT, TX	SNM	1,142	1,142	100	95	15	0	N	0.00
CHOICE FNCL GRP/CHOICE FNCL HOLD	505	826956	FARGO, ND	SNM	1,135	1,135	100	95	18	0	N	0.00
NEXTIER BK NA/NEXTIER	506	18827	KITTANNING, PA	NAT	1,126	1,126	100	95	25	0	N	0.00
UNITY BK/UNITY BC	507	1890525	CLINTON, NJ	SNM	1,126	1,126	100	95	14	0	N	0.00
BRIDGEWATER BK/BRIDGEWATER BSHRS	508	3378773	BLOOMINGTON, MN	SNM	1,125	1,125	100	95	8	0	N	0.00
INVESTAR BK/INVESTAR HC	509	3449066	BATON ROUGE, LA	SNM	1,125	1,125	100	95	9	0	N	0.00
AMERISERV FNCL BK/AMERISERV FNCL	510	928618	JOHNSTOWN, PA	SMB	1,124	1,124	100	95	15	0	N	0.00
FIRST CMNTY FNCL BK/FIRST CMNTY FNCL PTNRS	511	3809446	PLAINFIELD, IL	SNM	1,122	1,122	100	95	5	0	N	0.00
KITSAP BK/OLYMPIC BC	512	584377	PORT ORCHARD, WA	SNM	1,122	1,122	100	95	19	0	N	0.00
LEADER BK NA/LEADER BC	513	3109146	ARLINGTON, MA	NAT	1,121	1,121	100	95	7	0	N	0.00
SONABANK/SOUTHERN NAT BC OF VA INC	514	3325759	MC LEAN, VA	SMB	1,120	1,120	100	95	21	0	N	0.00
WEST TX NB/FIRST-WEST TX BSHRS	515	237066	MIDLAND, TX	NAT	1,119	1,119	100	95	10	0	N	0.00
FIRST NAT B&TC/CENTRE 1 BC	516	207845	BELOIT, WI	NAT	1,118	1,118	100	95	16	0	N	0.00
PACIFIC CITY BK/PACIFIC CITY FC	517	3212402	LOS ANGELES, CA	SNM	1,116	1,116	100	95	9	0	N	0.00
AMERICAN MOMENTUM BK/ADAM BK GRP	518	3447576	COLLEGE STATION, TX	SNM	1,110	1,110	100	95	18	0	N	0.00
FIRST CMNTY BK/FIRST COMMUNITY BSHRS	519	2596646	BATESVILLE, AR	SNM	1,108	1,108	100	95	16	0	N	0.00
PLAZA BK/CARPENTER BK PTNRS	520	3400928	IRVINE, CA	SNM	1,107	1,107	100	95	7	0	N	0.00
HABIB AMER BK/MAHAM BETEILIGUNGSGESELLSCHAFT	521	245016	NEW YORK, NY	SNM	1,107	1,071	97	95	6	0	Y	25.00
METROPOLITAN CMRL BK/PASL HOLD LLC	522	2705895	NEW YORK, NY	SMB	1,102	1,102	100	95	4	0	N	0.00
FIRST CHOICE BK/	523	3582673	MERCERVILLE, NJ	SNM	1,101	1,101	100	95	7	0	N	0.00
RIVER VALLEY BK/RIVER VALLEY BC	524	163549	WAUSAU, WI	SNM	1,101	1,101	100	95	14	0	N	0.00
FIRST AMER BK/FIRST ARTESIA BSHRS	525	771458	ARTESIA, NM	SNM	1,096	1,096	100	95	18	0	N	0.00
PREMIER BK/PREMIER FNCL BC	526	2692753	HUNTINGTON, WV	SNM	1,095	1,095	100	95	32	0	N	0.00
SOVEREIGN BK/SOVEREIGN BSHRS	527	3269590	DALLAS, TX	SNM	1,091	1,091	100	95	9	0	N	0.00
FIRST NB/FIRST PARAGOULD BSHRS	528	42448	PARAGOULD, AR	NAT	1,091	1,091	100	95	13	0	N	0.00
METROPOLITAN BK/METROPOLITAN BANCGROUP	529	699132	CRYSTAL SPRINGS, MS	SNM	1,090	1,090	100	95	8	0	N	0.00
FNCB BK/FIRST NAT CMNTY BC	530	239613	DUNMORE, PA	SNM	1,087	1,087	100	95	18	0	N	0.00
FARMERS & MERCHANTS TR CO OF/FRANKLIN FNCL SVC CORP	531	289515	CHAMBERSBURG, PA	SNM	1,085	1,085	100	95	21	0	N	0.00
PACIFIC MERC BK/CARPENTER BK PTNRS	532	2717012	COSTA MESA, CA	SMB	1,085	1,085	100	95	5	0	N	0.00
IAB FNCL BK/INDEPENDENT ALLI BKS	533	435349	FORT WAYNE, IN	SNM	1,083	1,083	100	95	17	0	N	0.00
ADIRONDACK TC/ADIRONDACK TC ESOT	534	645317	SARATOGA SPRINGS, NY	SMB	1,080	1,080	100	95	11	0	N	0.00
WISCONSIN B&TC/HEARTLAND FNCL USA	535	463342	MADISON, WI	SNM	1,080	1,080	100	95	17	0	N	0.00
CONWAY NB/CNB CORP	536	631422	CONWAY, SC	NAT	1,080	1,080	100	95	14	0	N	0.00
BEVERLY B&TC NA/WINTRUST FC	537	3216017	CHICAGO, IL	NAT	1,079	1,079	100	95	6	0	N	0.00
POST OAK BK NA/POST OAK BSHRS	538	3274772	HOUSTON, TX	NAT	1,077	1,077	100	95	10	0	N	0.00
AMERICAN HERITAGE BK/AMERICAN BC	539	311050	SAPULPA, OK	SMB	1,075	1,075	100	95	21	0	N	0.00
REDDING BK OF CMRC/BANK OF CMRC HOLD	540	933863	REDDING, CA	SNM	1,072	1,072	100	95	9	0	N	0.00
XENITH BK/BANKCAP EQT FUND LLC	541	3153288	RICHMOND, VA	SMB	1,071	1,071	100	95	7	0	N	0.00
FIRST NORTHERN BK/FIRST NORTHERN CMNTY BC	542	783161	DIXON, CA	SNM	1,070	1,070	100	95	9	0	N	0.00
1ST CONSTITUTION BK/1ST CONSTITUTION BC	543	1412619	CRANBURY, NJ	SNM	1,069	1,069	100	95	18	0	N	0.00
PEOPLES BK/PEOPLES BC OF NC	544	220527	NEWTON, NC	SNM	1,068	1,068	100	95	20	0	N	0.00
ALMA BK/	545	3633173	ASTORIA, NY	SNM	1,066	1,066	100	95	9	0	N	0.00
BTH BK NA/BT HOLD	546	24668	QUITMAN, TX	NAT	1,064	1,064	100	95	11	0	N	0.00
FIRST AMER BK/STARK BK GRP	547	653648	FORT DODGE, IA	SMB	1,061	1,061	100	95	17	0	N	0.00
PEOPLES NB/MARKET STREET BSHRS	548	375043	MOUNT VERNON, IL	NAT	1,060	1,060	100	95	23	0	N	0.00
INLAND B&TC/INLAND BC	549	189745	OAK BROOK, IL	SNM	1,057	1,057	100	95	10	0	N	0.00
CRESCENT B&TC/CB&T HC	550	1885932	NEW ORLEANS, LA	SNM	1,056	1,056	100	95	2	0	N	0.00
UNITED CMNTY BK/UNITED CMNTY BC	551	439338	CHATHAM, IL	SNM	1,053	1,053	100	95	20	0	N	0.00
SHINHAN BK AMER/	552	1494914	NEW YORK, NY	SNM	1,051	1,051	100	95	15	0	N	0.00
COMMUNITY NB/MIDLAND BSHRS	553	293053	MIDLAND, TX	NAT	1,046	1,046	100	96	10	0	N	0.00
SOMERSET TC/SOMERSET TR HC	554	212522	SOMERSET, PA	SNM	1,045	1,045	100	96	30	0	N	0.00
SAVINGS BK OF MENDOCINO CTY/	555	146663	UKIAH, CA	SNM	1,045	1,045	100	96	9	0	N	0.00
BANK OF CMRC/	556	324863	IDAHO FALLS, ID	SNM	1,042	1,042	100	96	16	0	N	0.00
LEVEL ONE BK/LEVEL ONE BC	557	3612525	FARMINGTON HILLS, MI	SNM	1,041	1,041	100	96	10	0	N	0.00
FIRST CMNTY BK/FIRST CMNTY HOLD	558	3232204	SANTA ROSA, CA	SNM	1,037	1,037	100	96	8	0	N	0.00
ACADEMY BK NA/DICKINSON FC II	559	535753	COLORADO SPRINGS, CO	NAT	1,035	1,035	100	96	87	0	N	0.00
AMERICAN T&SB/ATBANCORP	560	596848	DUBUQUE, IA	SMB	1,034	1,034	100	96	11	0	N	0.00
PLANTERS B&TC/PLANTERS HOLDING COMPANY	561	972648	INDIANOLA, MS	SNM	1,032	1,032	100	96	18	0	N	0.00
SMARTBANK/SMARTFINANCIAL	562	3532641	PIGEON FORGE, TN	SMB	1,031	1,031	100	96	11	0	N	0.00
ARMED FORCES BK NA/DICKINSON FC II	563	983457	FORT LEAVENWORTH, KS	NAT	1,031	1,031	100	96	48	0	N	0.00
STATE BK OF THE LAKES/WINTRUST FC	564	595430	ANTIOCH, IL	SMB	1,028	1,028	100	96	8	0	N	0.00
QNB BK/QNB CORP	565	852713	QUAKERTOWN, PA	SNM	1,022	1,022	100	96	10	0	N	0.00
ALOSTAR BK OF CMRC/	566	4262543	BIRMINGHAM, AL	SNM	1,021	1,021	100	96	0	0	N	0.00
FALCON INTL BK/FALCON BSHRS	567	564557	LAREDO, TX	SNM	1,018	1,018	100	96	14	1	N	0.00
INDEPENDENT BK/INDEPENDENT HOLDINGS	568	2666400	MEMPHIS, TN	SNM	1,017	1,017	100	96	9	0	N	0.00
FIRST B&TC/FIRST EVANSTON BC	569	2333298	EVANSTON, IL	SMB	1,015	1,015	100	96	8	0	N	0.00
CITIZENS BK/CITIZENS HC	570	29636	PHILADELPHIA, MS	SNM	1,014	1,014	100	96	22	0	N	0.00
MID PENN BK/MID PENN BC	571	786612	MILLERSBURG, PA	SNM	1,012	1,012	100	96	20	0	N	0.00
EVANS BK NA/EVANS BC	572	292908	ANGOLA, NY	NAT	1,012	1,012	100	96	13	0	N	0.00
BANK OF TN/BANCTENN CORP	573	340135	KINGSPORT, TN	SNM	1,011	1,011	100	96	18	0	N	0.00
FIRST BK FNCL CENTRE/OCONOMOWOC BSHRS	574	806846	OCONOMOWOC, WI	SNM	1,010	1,010	100	96	16	0	N	0.00
SUNWEST BK/H BC LLC	575	140362	IRVINE, CA	SNM	1,010	1,010	100	96	7	0	N	0.00
STATE B&TC/STATE BK & TR CO ESOP	576	736448	GREENWOOD, MS	SNM	1,010	1,010	100	96	33	0	N	0.00
FORCHT BK NA/FORCHT BC INC	577	3141726	LEXINGTON, KY	NAT	1,009	1,009	100	96	28	0	N	0.00
FIRST WESTERN B&TC/WESTBRAND	578	687951	MINOT, ND	SMB	1,008	1,008	100	96	3	0	N	0.00
BANK OF UTICA/	579	254317	UTICA, NY	SNM	1,007	1,007	100	96	0	0	N	0.00
BANK OF PRINCETON/	580	3595271	PRINCETON, NJ	SNM	1,006	1,006	100	96	12	0	N	0.00
SECURITY NB SIOUX CITY/SECURITY NAT CORP	581	418249	SIOUX CITY, IA	NAT	1,004	1,004	100	96	8	0	N	0.00
FARMERS & MRCH ST BK/FARMERS & MRCH BC	582	214414	ARCHBOLD, OH	SNM	1,002	1,002	100	96	22	0	N	0.00
MOODY NB/MOODY BSHRS	583	253356	GALVESTON, TX	NAT	1,002	1,002	100	96	17	0	N	0.00
HOMEBANC NA/HOMEBANCORP	584	3577389	LAKE MARY, FL	NAT	1,000	1,000	100	96	12	0	N	0.00
INTERNATIONAL BK OF CMRC/INTERNATIONAL BSHRS CORP	585	230759	BROWNSVILLE, TX	SNM	999	999	100	96	12	0	N	0.00
LUBBOCK NB/COMMERCE NAT FNCL SVC	586	766258	LUBBOCK, TX	NAT	999	999	100	96	10	0	N	0.00
BANK OF UT/BOU BC	587	933975	OGDEN, UT	SMB	998	998	100	96	12	0	N	0.00
FIRST FNCL NW BK/FIRST FNCL NW	588	768074	RENTON, WA	SNM	996	996	100	96	2	0	N	0.00
FIRST ST BK/RED RIVER BC	589	435750	GAINESVILLE, TX	SMB	994	994	100	96	12	0	N	0.00
FARMERS & MERCHANTS BK/FARMERS & MERCHANTS BSHRS	590	677644	STUTTGART, AR	SMB	993	993	100	96	18	0	N	0.00
KENTUCKY BK/KENTUCKY BSHRS INC	591	373115	PARIS, KY	SNM	992	992	100	96	17	0	N	0.00
HOWARD BK/HOWARD BC	592	3282852	ELLICOTT CITY, MD	SNM	989	989	100	96	12	0	N	0.00
CRYSTAL LAKE B&TC NA/WINTRUST FC	593	2624400	CRYSTAL LAKE, IL	NAT	987	987	100	96	7	0	N	0.00
BANESCO USA/	594	3402913	CORAL GABLES, FL	SNM	987	937	95	96	7	0	N	0.00
NORTHEAST BK/NORTHEAST BC	595	468806	LEWISTON, ME	SNM	986	986	100	96	9	0	N	0.00
FIRST MARINER BK/	596	309570	BALTIMORE, MD	SNM	985	985	100	96	16	0	N	0.00
FIRST KEYSTONE CMNTY BK/FIRST KEYSTONE CORP	597	790918	BERWICK, PA	SNM	980	980	100	96	17	0	N	0.00
SILVERGATE BK/SILVERGATE CAP CORP	598	1216826	LA JOLLA, CA	SMB	980	980	100	96	4	0	N	0.00
SCHAUMBURG B&TC NA/WINTRUST FC	599	2970657	SCHAUMBURG, IL	NAT	977	977	100	96	6	0	N	0.00
JOHN MARSHALL BK/	600	3419416	RESTON, VA	SMB	976	976	100	96	5	0	N	0.00
TEXAS FIRST BK/TEXAS INDEPENDENT BSHRS	601	473266	TEXAS CITY, TX	SMB	974	974	100	96	22	0	N	0.00
FIRST BK/	602	3401970	HAMILTON, NJ	SNM	971	971	100	96	10	0	N	0.00
FIRST B&TC EAST TX/DIBOLL ST BSHRS	603	642259	DIBOLL, TX	SNM	969	969	100	96	16	0	N	0.00
COMMUNITY NB&TC/COMMUNITY BC	604	923752	CHANUTE, KS	NAT	968	968	100	96	28	0	N	0.00
JERSEY SHORE ST BK/PENNS WOODS BC	605	732918	WILLIAMSPORT, PA	SNM	965	965	100	96	14	0	N	0.00
FIRSTCAPITAL BK OF TX NA/FIRST BSHRS OF TX	606	2746263	MIDLAND, TX	NAT	963	963	100	96	7	0	N	0.00
FIRST SOUTH BK/FIRST SOUTH BC	607	883874	WASHINGTON, NC	SNM	960	960	100	96	29	0	N	0.00
1ST SUMMIT BK/1ST SUMMIT BC OF JOHNSTOWN	608	526519	JOHNSTOWN, PA	SNM	958	958	100	96	15	0	N	0.00
FIVE POINTS BK/HOMETOWN BC	609	554857	GRAND ISLAND, NE	SMB	950	950	100	96	10	0	N	0.00
SOUTHEAST BK/EDUCATIONAL SVC OF AMER	610	3110197	FARRAGUT, TN	SNM	948	948	100	96	10	0	N	0.00
HILLTOP NB/MIDLAND FC	611	1454	CASPER, WY	NAT	948	948	100	96	5	0	N	0.00
COMMERCIAL BK/ROBERTSON HC LP	612	497039	HARROGATE, TN	SMB	947	947	100	96	42	0	N	0.00
CENTRUE BK/CENTRUE FC	613	457547	STREATOR, IL	SMB	945	945	100	96	19	0	N	0.00
CACHE VALLEY BK/CACHE VALLEY BKG CO	614	995076	LOGAN, UT	SNM	943	943	100	96	12	0	N	0.00
EPHRATA NB/HIBSHMAN TR FOR EPHRATA NB STK	615	425911	EPHRATA, PA	NAT	939	939	100	96	9	0	N	0.00
COMMONWEALTH B&TC/COMMONWEALTH BSHRS	616	189044	LOUISVILLE, KY	SNM	938	938	100	96	15	0	N	0.00
CENTRAL NB/CENTRAL OF KS	617	234355	JUNCTION CITY, KS	NAT	937	937	100	96	32	0	N	0.00
QUEENSBOROUGH NB&TC/QUEENSBOROUGH CO	618	960935	LOUISVILLE, GA	NAT	936	936	100	96	24	0	N	0.00
PROVIDENCE BK/LINCO BSHRS	619	704755	COLUMBIA, MO	SMB	931	931	100	96	13	0	N	0.00
CITIZENS NB/CNB BSHRS	620	717737	SEVIERVILLE, TN	NAT	930	930	100	96	18	0	N	0.00
F&M BK/F&M FC	621	741330	CLARKSVILLE, TN	SNM	930	930	100	96	15	0	N	0.00
FIRST NB AMER/FIRST NAT BSHRS	622	413141	EAST LANSING, MI	NAT	930	930	100	96	2	0	N	0.00
EAGLE B&TC OF MO/JEFFERSON CTY BSHRS	623	846356	HILLSBORO, MO	SNM	928	928	100	96	17	0	N	0.00
LYONS NB/LYONS BC	624	323204	LYONS, NY	NAT	927	927	100	96	12	0	N	0.00
BNC NB/BNCCORP	625	2358769	GLENDALE, AZ	NAT	926	926	100	96	15	0	N	0.00
PARKE BK/PARKE BC	626	2764212	SEWELL, NJ	SNM	926	926	100	96	4	0	N	0.00
BANKWEST/SOUTH DAKOTA BSHRS	627	540551	PIERRE, SD	SNM	926	926	100	96	13	0	N	0.00
OAK VALLEY CMNTY BK/OAK VALLEY BC	628	1864197	OAKDALE, CA	SMB	925	925	100	96	15	0	N	0.00
FIRST NB&TC NEWTOWN/FNB BC	629	1007417	NEWTOWN, PA	NAT	924	924	100	96	16	0	N	0.00
SECURITY FIRST BK/STOCKMENS LP	630	276850	LINCOLN, NE	SNM	923	923	100	96	32	0	N	0.00
NORTHWAY BK/NORTHWAY FNCL	631	30502	BERLIN, NH	SNM	922	922	100	96	16	0	N	0.00
FIRST ST BK/TRI-CTY FNCL GRP	632	887340	MENDOTA, IL	SNM	920	920	100	96	20	0	N	0.00
CENTRAL BK/CENTRAL BC	633	622774	PROVO, UT	SNM	918	918	100	96	9	0	N	0.00
FIRST VOLUNTEER BK/FIRST VOLUNTEER CORP	634	234739	CHATTANOOGA, TN	SNM	917	917	100	96	24	0	N	0.00
PBI BK/PORTER BANCORP	635	522847	LOUISVILLE, KY	SNM	916	916	100	96	14	0	N	0.00
BANKFIRST FINANCIAL SVC/BANKFIRST CAP CORP	636	914648	COLUMBUS, MS	SMB	915	915	100	96	17	0	N	0.00
PLANTERS BK/PLANTERS FNCL GRP	637	2497181	HOPKINSVILLE, KY	SNM	914	914	100	96	12	0	N	0.00
SALISBURY B&TC/SALISBURY BC	638	821906	LAKEVILLE, CT	SNM	914	914	100	96	12	0	N	0.00
FIRSTBANK SW/FIRSTPERRYTON BC	639	840363	AMARILLO, TX	SNM	913	913	100	96	9	0	N	0.00
CENTENNIAL B&TC/HEARTLAND FNCL USA	640	3465226	DENVER, CO	SNM	910	910	100	96	17	0	N	0.00
SOUTH CENT BK/SOUTH CENTRAL BSHRS OF KY	641	473042	GLASGOW, KY	SNM	908	908	100	96	21	0	N	0.00
CEDAR RAPIDS B&TC/QCR HOLDS	642	3029589	CEDAR RAPIDS, IA	SMB	907	907	100	96	4	0	N	0.00
LINCOLN SVGS BK/LINCOLN BC	643	589943	CEDAR FALLS, IA	SNM	900	900	100	96	15	0	N	0.00
ILLINOIS NB/ILLINOIS NAT BC	644	925037	SPRINGFIELD, IL	NAT	899	899	100	96	11	0	N	0.00
